# durability sample series — docs/standards/oom-durability-verification-bar.md D3/D5
# container=vn-market-intelligence-mcp-rag-service-1
# container_id=16c59b5e929fcd2fe22889f072edbc2b669318059bde0a2aa93b41cf776bfa08
# started_at=2026-08-15T10:16:22.548533876Z   restart_count=0   (D2 identity at OPEN)
# mem_limit_bytes=2147483648   image=sha256:24a8e2949611b9c5f4aeb0c1da3343fca99f289e0d7ae8c27122fd49c14a8f14   (read live, never from prose)
# opened_at=2026-08-23T14:36:47Z  interval_s=60  duration_s=97200
timestamp,used_percent,used_bytes,container_status
2026-08-23T15:17:45Z,35.51,727.3MiB,running
2026-08-23T15:18:46Z,35.51,727.3MiB,running
2026-08-23T15:19:47Z,35.51,727.3MiB,running
2026-08-23T15:20:49Z,35.51,727.3MiB,running
2026-08-23T15:21:51Z,35.51,727.3MiB,running
2026-08-23T15:22:52Z,35.51,727.3MiB,running
2026-08-23T15:23:53Z,35.52,727.3MiB,running
2026-08-23T15:24:54Z,35.61,729.3MiB,running
2026-08-23T15:25:55Z,35.61,729.3MiB,running
2026-08-23T15:26:56Z,35.61,729.3MiB,running
2026-08-23T15:27:57Z,62.92,1.258GiB,running
2026-08-23T15:28:59Z,89.68,1.794GiB,running
2026-08-23T15:30:01Z,89.68,1.794GiB,running
2026-08-23T15:31:02Z,68.17,1.363GiB,running
2026-08-23T15:32:03Z,68.17,1.363GiB,running
2026-08-23T15:33:04Z,68.17,1.363GiB,running
2026-08-23T15:34:05Z,68.17,1.363GiB,running
2026-08-23T15:35:07Z,68.17,1.363GiB,running
2026-08-23T15:36:09Z,68.21,1.364GiB,running
2026-08-23T15:37:11Z,68.23,1.365GiB,running
2026-08-23T15:38:12Z,69.23,1.385GiB,running
2026-08-23T15:39:14Z,68.41,1.368GiB,running
2026-08-23T15:40:15Z,68.53,1.371GiB,running
2026-08-23T15:41:16Z,68.41,1.368GiB,running
2026-08-23T15:42:17Z,68.41,1.368GiB,running
2026-08-23T15:43:18Z,68.41,1.368GiB,running
2026-08-23T15:44:20Z,68.40,1.368GiB,running
2026-08-23T15:45:22Z,68.40,1.368GiB,running
2026-08-23T15:46:23Z,68.40,1.368GiB,running
2026-08-23T15:47:24Z,68.40,1.368GiB,running
2026-08-23T15:48:25Z,68.39,1.368GiB,running
2026-08-23T15:49:26Z,68.69,1.374GiB,running
2026-08-23T15:50:27Z,68.98,1.38GiB,running
2026-08-23T15:51:29Z,69.47,1.389GiB,running
2026-08-23T15:52:31Z,69.56,1.391GiB,running
2026-08-23T15:53:32Z,69.53,1.391GiB,running
2026-08-23T15:54:33Z,69.53,1.391GiB,running
2026-08-23T15:55:34Z,69.53,1.391GiB,running
2026-08-23T15:56:35Z,36.95,756.7MiB,running
2026-08-23T15:57:36Z,36.95,756.7MiB,running
2026-08-23T15:58:38Z,36.95,756.7MiB,running
2026-08-23T15:59:39Z,36.95,756.7MiB,running
2026-08-23T16:00:41Z,36.95,756.7MiB,running
2026-08-23T16:01:42Z,36.95,756.7MiB,running
2026-08-23T16:02:43Z,36.95,756.7MiB,running
2026-08-23T16:03:44Z,36.95,756.7MiB,running
2026-08-23T16:04:46Z,37.04,758.7MiB,running
2026-08-23T16:05:47Z,37.05,758.7MiB,running
2026-08-23T16:06:49Z,37.24,762.7MiB,running
2026-08-23T16:07:50Z,36.98,757.4MiB,running
2026-08-23T16:08:51Z,36.82,754.1MiB,running
2026-08-23T16:09:53Z,36.66,750.9MiB,running
2026-08-23T16:10:54Z,36.76,752.9MiB,running
2026-08-23T16:11:55Z,36.52,747.8MiB,running
2026-08-23T16:12:56Z,36.52,747.8MiB,running
2026-08-23T16:13:57Z,35.61,729.2MiB,running
2026-08-23T16:14:58Z,34.56,707.7MiB,running
2026-08-23T16:15:59Z,33.95,695.4MiB,running
2026-08-23T16:17:01Z,33.95,695.4MiB,running
2026-08-23T16:18:02Z,33.95,695.4MiB,running
2026-08-23T16:19:04Z,33.95,695.4MiB,running
2026-08-23T16:20:05Z,33.95,695.4MiB,running
2026-08-23T16:21:06Z,33.95,695.4MiB,running
2026-08-23T16:22:07Z,33.95,695.4MiB,running
2026-08-23T16:23:08Z,33.95,695.4MiB,running
2026-08-23T16:24:10Z,33.95,695.4MiB,running
2026-08-23T16:25:12Z,33.95,695.4MiB,running
2026-08-23T16:26:13Z,33.95,695.4MiB,running
2026-08-23T16:27:14Z,33.95,695.4MiB,running
2026-08-23T16:28:15Z,33.95,695.4MiB,running
2026-08-23T16:29:16Z,33.95,695.4MiB,running
2026-08-23T16:30:17Z,33.95,695.4MiB,running
2026-08-23T16:31:18Z,33.95,695.4MiB,running
2026-08-23T16:32:20Z,33.95,695.4MiB,running
2026-08-23T16:33:22Z,33.96,695.4MiB,running
2026-08-23T16:34:23Z,33.96,695.4MiB,running
2026-08-23T16:35:24Z,33.96,695.4MiB,running
2026-08-23T16:36:25Z,33.96,695.4MiB,running
2026-08-23T16:37:26Z,33.96,695.4MiB,running
2026-08-23T16:38:27Z,33.96,695.4MiB,running
2026-08-23T16:39:28Z,45.50,931.8MiB,running
2026-08-23T16:40:30Z,68.67,1.373GiB,running
2026-08-23T16:41:32Z,68.63,1.373GiB,running
2026-08-23T16:42:33Z,67.99,1.36GiB,running
2026-08-23T16:43:34Z,67.89,1.358GiB,running
2026-08-23T16:44:35Z,67.89,1.358GiB,running
2026-08-23T16:45:36Z,67.95,1.359GiB,running
2026-08-23T16:46:37Z,67.90,1.358GiB,running
2026-08-23T16:47:38Z,67.48,1.35GiB,running
2026-08-23T16:48:40Z,67.08,1.342GiB,running
2026-08-23T16:49:42Z,67.08,1.342GiB,running
2026-08-23T16:50:43Z,67.08,1.342GiB,running
2026-08-23T16:51:44Z,67.08,1.342GiB,running
2026-08-23T16:52:45Z,67.08,1.342GiB,running
2026-08-23T16:53:46Z,67.08,1.342GiB,running
2026-08-23T16:54:47Z,67.08,1.342GiB,running
2026-08-23T16:55:48Z,67.08,1.342GiB,running
2026-08-23T16:56:50Z,67.08,1.342GiB,running
2026-08-23T16:57:52Z,67.08,1.342GiB,running
2026-08-23T16:58:53Z,66.44,1.329GiB,running
2026-08-23T16:59:54Z,66.44,1.329GiB,running
2026-08-23T17:00:55Z,66.44,1.329GiB,running
2026-08-23T17:01:56Z,36.06,738.5MiB,running
2026-08-23T17:02:58Z,36.16,740.5MiB,running
2026-08-23T17:04:00Z,36.16,740.5MiB,running
2026-08-23T17:05:02Z,36.16,740.5MiB,running
2026-08-23T17:06:03Z,36.16,740.5MiB,running
2026-08-23T17:07:04Z,36.16,740.5MiB,running
2026-08-23T17:08:05Z,36.16,740.5MiB,running
2026-08-23T17:09:06Z,36.16,740.5MiB,running
2026-08-23T17:10:07Z,36.16,740.5MiB,running
2026-08-23T17:11:08Z,36.16,740.5MiB,running
2026-08-23T17:12:10Z,74.19,1.484GiB,running
2026-08-23T17:13:12Z,70.11,1.402GiB,running
2026-08-23T17:14:13Z,70.11,1.402GiB,running
2026-08-23T17:15:14Z,70.11,1.402GiB,running
2026-08-23T17:16:15Z,70.11,1.402GiB,running
2026-08-23T17:17:16Z,70.11,1.402GiB,running
2026-08-23T17:18:17Z,70.11,1.402GiB,running
2026-08-23T17:19:19Z,70.11,1.402GiB,running
2026-08-23T17:20:20Z,70.11,1.402GiB,running
2026-08-23T17:21:22Z,70.11,1.402GiB,running
2026-08-23T17:22:23Z,70.11,1.402GiB,running
2026-08-23T17:23:24Z,70.11,1.402GiB,running
2026-08-23T17:24:25Z,70.11,1.402GiB,running
2026-08-23T17:25:26Z,70.11,1.402GiB,running
2026-08-23T17:26:27Z,70.11,1.402GiB,running
2026-08-23T17:27:28Z,73.15,1.463GiB,running
2026-08-23T17:28:30Z,69.02,1.38GiB,running
2026-08-23T17:29:32Z,69.02,1.38GiB,running
2026-08-23T17:30:33Z,69.01,1.38GiB,running
2026-08-23T17:31:34Z,69.01,1.38GiB,running
2026-08-23T17:32:35Z,69.01,1.38GiB,running
2026-08-23T17:33:36Z,69.01,1.38GiB,running
2026-08-23T17:34:38Z,69.01,1.38GiB,running
2026-08-23T17:35:40Z,69.01,1.38GiB,running
2026-08-23T17:36:42Z,69.01,1.38GiB,running
2026-08-23T17:37:43Z,69.01,1.38GiB,running
2026-08-23T17:38:44Z,69.01,1.38GiB,running
2026-08-23T17:39:46Z,69.01,1.38GiB,running
2026-08-23T17:40:47Z,69.11,1.382GiB,running
2026-08-23T17:41:48Z,69.11,1.382GiB,running
2026-08-23T17:42:50Z,69.30,1.386GiB,running
2026-08-23T17:43:52Z,72.08,1.442GiB,running
2026-08-23T17:44:53Z,68.27,1.365GiB,running
2026-08-23T17:45:54Z,68.27,1.365GiB,running
2026-08-23T17:46:55Z,68.17,1.363GiB,running
2026-08-23T17:47:57Z,68.12,1.362GiB,running
2026-08-23T17:48:58Z,68.11,1.362GiB,running
2026-08-23T17:49:59Z,68.11,1.362GiB,running
2026-08-23T17:51:00Z,68.11,1.362GiB,running
2026-08-23T17:52:02Z,68.11,1.362GiB,running
2026-08-23T17:53:03Z,68.11,1.362GiB,running
2026-08-23T17:54:04Z,68.11,1.362GiB,running
2026-08-23T17:55:05Z,68.11,1.362GiB,running
2026-08-23T17:56:06Z,68.11,1.362GiB,running
2026-08-23T17:57:08Z,68.11,1.362GiB,running
2026-08-23T17:58:09Z,68.11,1.362GiB,running
2026-08-23T17:59:10Z,68.11,1.362GiB,running
2026-08-23T18:00:12Z,37.38,765.5MiB,running
2026-08-23T18:01:13Z,37.67,771.5MiB,running
2026-08-23T18:02:14Z,37.96,777.5MiB,running
2026-08-23T18:03:16Z,38.45,787.4MiB,running
2026-08-23T18:04:17Z,38.64,791.4MiB,running
2026-08-23T18:05:18Z,38.84,795.3MiB,running
2026-08-23T18:06:19Z,39.03,799.3MiB,running
2026-08-23T18:07:20Z,39.03,799.3MiB,running
2026-08-23T18:08:21Z,39.03,799.3MiB,running
2026-08-23T18:09:22Z,39.03,799.3MiB,running
2026-08-23T18:10:24Z,39.03,799.3MiB,running
2026-08-23T18:11:25Z,39.03,799.3MiB,running
2026-08-23T18:12:26Z,39.03,799.3MiB,running
2026-08-23T18:13:27Z,39.03,799.3MiB,running
2026-08-23T18:14:28Z,39.03,799.3MiB,running
2026-08-23T18:15:30Z,39.03,799.3MiB,running
2026-08-23T18:16:32Z,39.03,799.3MiB,running
2026-08-23T18:17:33Z,39.03,799.3MiB,running
2026-08-23T18:18:34Z,39.03,799.3MiB,running
2026-08-23T18:19:35Z,39.04,799.6MiB,running
2026-08-23T18:20:37Z,39.03,799.3MiB,running
2026-08-23T18:21:38Z,39.03,799.3MiB,running
2026-08-23T18:22:39Z,39.32,805.3MiB,running
2026-08-23T18:23:40Z,39.32,805.3MiB,running
2026-08-23T18:24:42Z,39.32,805.3MiB,running
2026-08-23T18:25:43Z,39.32,805.3MiB,running
2026-08-23T18:26:45Z,39.32,805.3MiB,running
2026-08-23T18:27:46Z,39.32,805.3MiB,running
2026-08-23T18:28:47Z,39.32,805.3MiB,running
2026-08-23T18:29:48Z,39.32,805.3MiB,running
2026-08-23T18:30:49Z,39.32,805.3MiB,running
2026-08-23T18:31:51Z,39.32,805.3MiB,running
2026-08-23T18:32:52Z,39.32,805.3MiB,running
2026-08-23T18:33:54Z,39.32,805.3MiB,running
2026-08-23T18:34:55Z,39.32,805.3MiB,running
2026-08-23T18:35:56Z,39.32,805.3MiB,running
2026-08-23T18:36:57Z,39.32,805.3MiB,running
2026-08-23T18:37:58Z,39.32,805.3MiB,running
2026-08-23T18:39:00Z,39.32,805.3MiB,running
2026-08-23T18:40:02Z,39.32,805.3MiB,running
2026-08-23T18:41:04Z,39.32,805.4MiB,running
2026-08-23T18:42:05Z,39.32,805.3MiB,running
2026-08-23T18:43:06Z,39.32,805.3MiB,running
2026-08-23T18:44:07Z,39.32,805.3MiB,running
2026-08-23T18:45:08Z,39.32,805.3MiB,running
2026-08-23T18:46:09Z,39.32,805.3MiB,running
2026-08-23T18:47:10Z,39.32,805.3MiB,running
2026-08-23T18:48:12Z,39.32,805.3MiB,running
2026-08-23T18:49:14Z,39.32,805.3MiB,running
2026-08-23T18:50:15Z,39.32,805.3MiB,running
2026-08-23T18:51:16Z,39.32,805.3MiB,running
2026-08-23T18:52:17Z,39.32,805.4MiB,running
2026-08-23T18:53:18Z,39.32,805.3MiB,running
2026-08-23T18:54:19Z,39.32,805.3MiB,running
2026-08-23T18:55:21Z,39.32,805.3MiB,running
2026-08-23T18:56:23Z,39.32,805.3MiB,running
2026-08-23T18:57:24Z,39.32,805.3MiB,running
2026-08-23T18:58:25Z,39.32,805.3MiB,running
2026-08-23T18:59:26Z,39.32,805.3MiB,running
2026-08-23T19:00:27Z,39.32,805.4MiB,running
2026-08-23T19:01:28Z,39.32,805.4MiB,running
2026-08-23T19:02:30Z,39.32,805.4MiB,running
2026-08-23T19:03:32Z,39.32,805.4MiB,running
2026-08-23T19:04:33Z,39.32,805.4MiB,running
2026-08-23T19:05:34Z,39.32,805.4MiB,running
2026-08-23T19:06:35Z,39.32,805.4MiB,running
2026-08-23T19:07:36Z,39.32,805.4MiB,running
2026-08-23T19:08:37Z,39.32,805.4MiB,running
2026-08-23T19:09:39Z,39.32,805.4MiB,running
2026-08-23T19:10:40Z,39.32,805.4MiB,running
2026-08-23T19:11:41Z,39.32,805.4MiB,running
2026-08-23T19:12:43Z,39.32,805.4MiB,running
2026-08-23T19:13:44Z,39.32,805.4MiB,running
2026-08-23T19:14:45Z,39.32,805.4MiB,running
2026-08-23T19:15:46Z,39.32,805.4MiB,running
2026-08-23T19:16:47Z,39.32,805.4MiB,running
2026-08-23T19:17:48Z,39.32,805.4MiB,running
2026-08-23T19:18:49Z,39.32,805.4MiB,running
2026-08-23T19:19:51Z,75.83,1.517GiB,running
2026-08-23T19:20:53Z,71.85,1.437GiB,running
2026-08-23T19:21:54Z,71.58,1.432GiB,running
2026-08-23T19:22:55Z,71.21,1.424GiB,running
2026-08-23T19:23:56Z,71.21,1.424GiB,running
2026-08-23T19:24:57Z,71.21,1.424GiB,running
2026-08-23T19:25:58Z,71.21,1.424GiB,running
2026-08-23T19:26:59Z,71.21,1.424GiB,running
2026-08-23T19:28:01Z,71.21,1.424GiB,running
2026-08-23T19:29:03Z,71.21,1.424GiB,running
2026-08-23T19:30:04Z,71.21,1.424GiB,running
2026-08-23T19:31:05Z,71.21,1.424GiB,running
2026-08-23T19:32:07Z,71.32,1.426GiB,running
2026-08-23T19:33:08Z,71.41,1.428GiB,running
2026-08-23T19:34:09Z,71.36,1.427GiB,running
2026-08-23T19:35:11Z,71.34,1.427GiB,running
2026-08-23T19:36:13Z,71.28,1.426GiB,running
2026-08-23T19:37:14Z,72.94,1.459GiB,running
2026-08-23T19:38:15Z,72.49,1.45GiB,running
2026-08-23T19:39:16Z,72.50,1.45GiB,running
2026-08-23T19:40:17Z,73.29,1.466GiB,running
2026-08-23T19:41:19Z,72.61,1.452GiB,running
2026-08-23T19:42:20Z,72.56,1.451GiB,running
2026-08-23T19:43:21Z,72.56,1.451GiB,running
2026-08-23T19:44:23Z,72.56,1.451GiB,running
2026-08-23T19:45:24Z,72.70,1.454GiB,running
2026-08-23T19:46:25Z,72.71,1.454GiB,running
2026-08-23T19:47:26Z,72.80,1.456GiB,running
2026-08-23T19:48:28Z,72.73,1.455GiB,running
2026-08-23T19:49:29Z,72.73,1.455GiB,running
2026-08-23T19:50:30Z,72.73,1.455GiB,running
2026-08-23T19:51:31Z,72.73,1.455GiB,running
2026-08-23T19:52:33Z,72.73,1.455GiB,running
2026-08-23T19:53:34Z,72.73,1.455GiB,running
2026-08-23T19:54:35Z,72.73,1.455GiB,running
2026-08-23T19:55:37Z,72.73,1.455GiB,running
2026-08-23T19:56:38Z,72.73,1.455GiB,running
2026-08-23T19:57:39Z,72.73,1.455GiB,running
2026-08-23T19:58:40Z,72.73,1.455GiB,running
2026-08-23T19:59:41Z,72.73,1.455GiB,running
2026-08-23T20:00:43Z,72.73,1.455GiB,running
2026-08-23T20:01:44Z,72.73,1.455GiB,running
2026-08-23T20:02:46Z,72.73,1.455GiB,running
2026-08-23T20:03:47Z,39.71,813.3MiB,running
2026-08-23T20:04:48Z,39.71,813.3MiB,running
2026-08-23T20:05:49Z,72.43,1.449GiB,running
2026-08-23T20:06:51Z,72.21,1.444GiB,running
2026-08-23T20:07:53Z,72.21,1.444GiB,running
2026-08-23T20:08:55Z,72.21,1.444GiB,running
2026-08-23T20:09:56Z,72.21,1.444GiB,running
2026-08-23T20:10:57Z,72.21,1.444GiB,running
2026-08-23T20:11:58Z,72.21,1.444GiB,running
2026-08-23T20:12:59Z,72.21,1.444GiB,running
2026-08-23T20:14:00Z,72.21,1.444GiB,running
2026-08-23T20:15:01Z,72.21,1.444GiB,running
2026-08-23T20:16:04Z,72.21,1.444GiB,running
2026-08-23T20:17:05Z,72.21,1.444GiB,running
2026-08-23T20:18:06Z,72.21,1.444GiB,running
2026-08-23T20:19:07Z,72.21,1.444GiB,running
2026-08-23T20:20:08Z,72.21,1.444GiB,running
2026-08-23T20:21:09Z,72.21,1.444GiB,running
2026-08-23T20:22:10Z,39.43,807.5MiB,running
2026-08-23T20:23:12Z,39.43,807.5MiB,running
2026-08-23T20:24:14Z,39.43,807.5MiB,running
2026-08-23T20:25:15Z,39.43,807.5MiB,running
2026-08-23T20:26:16Z,39.43,807.5MiB,running
2026-08-23T20:27:17Z,39.43,807.5MiB,running
2026-08-23T20:28:18Z,58.19,1.164GiB,running
2026-08-23T20:29:19Z,72.63,1.453GiB,running
2026-08-23T20:30:20Z,72.03,1.441GiB,running
2026-08-23T20:31:23Z,72.11,1.442GiB,running
2026-08-23T20:32:24Z,71.92,1.438GiB,running
2026-08-23T20:33:25Z,71.91,1.438GiB,running
2026-08-23T20:34:26Z,72.58,1.452GiB,running
2026-08-23T20:35:28Z,72.63,1.453GiB,running
2026-08-23T20:36:29Z,72.64,1.453GiB,running
2026-08-23T20:37:30Z,72.68,1.454GiB,running
2026-08-23T20:38:32Z,72.65,1.453GiB,running
2026-08-23T20:39:34Z,72.65,1.453GiB,running
2026-08-23T20:40:35Z,72.65,1.453GiB,running
2026-08-23T20:41:36Z,72.65,1.453GiB,running
2026-08-23T20:42:37Z,72.65,1.453GiB,running
2026-08-23T20:43:38Z,72.65,1.453GiB,running
2026-08-23T20:44:39Z,72.65,1.453GiB,running
2026-08-23T20:45:40Z,72.65,1.453GiB,running
2026-08-23T20:46:42Z,72.65,1.453GiB,running
2026-08-23T20:47:44Z,72.65,1.453GiB,running
2026-08-23T20:48:45Z,72.65,1.453GiB,running
2026-08-23T20:49:46Z,72.65,1.453GiB,running
2026-08-23T20:50:48Z,72.65,1.453GiB,running
2026-08-23T20:51:49Z,72.65,1.453GiB,running
2026-08-23T20:52:50Z,72.65,1.453GiB,running
2026-08-23T20:53:51Z,39.97,818.6MiB,running
2026-08-23T20:54:52Z,39.97,818.6MiB,running
2026-08-23T20:55:54Z,39.97,818.6MiB,running
2026-08-23T20:56:55Z,39.97,818.6MiB,running
2026-08-23T20:57:56Z,39.97,818.6MiB,running
2026-08-23T20:58:57Z,39.97,818.6MiB,running
2026-08-23T20:59:59Z,39.97,818.6MiB,running
2026-08-23T21:01:00Z,39.97,818.6MiB,running
2026-08-23T21:02:01Z,39.97,818.6MiB,running
2026-08-23T21:03:02Z,39.97,818.7MiB,running
2026-08-23T21:04:04Z,39.98,818.8MiB,running
2026-08-23T21:05:05Z,39.97,818.6MiB,running
2026-08-23T21:06:06Z,39.97,818.6MiB,running
2026-08-23T21:07:07Z,39.97,818.6MiB,running
2026-08-23T21:08:08Z,39.97,818.6MiB,running
2026-08-23T21:09:09Z,39.97,818.6MiB,running
2026-08-23T21:10:10Z,39.97,818.6MiB,running
2026-08-23T21:11:12Z,39.97,818.6MiB,running
2026-08-23T21:12:14Z,77.82,1.556GiB,running
2026-08-23T21:13:15Z,72.44,1.449GiB,running
2026-08-23T21:14:17Z,72.44,1.449GiB,running
2026-08-23T21:15:18Z,72.44,1.449GiB,running
2026-08-23T21:16:19Z,72.44,1.449GiB,running
2026-08-23T21:17:20Z,72.44,1.449GiB,running
2026-08-23T21:18:21Z,72.44,1.449GiB,running
2026-08-23T21:19:22Z,72.44,1.449GiB,running
2026-08-23T21:20:24Z,72.44,1.449GiB,running
2026-08-23T21:21:26Z,72.44,1.449GiB,running
2026-08-23T21:22:27Z,72.44,1.449GiB,running
2026-08-23T21:23:28Z,72.44,1.449GiB,running
2026-08-23T21:24:29Z,72.44,1.449GiB,running
2026-08-23T21:25:30Z,72.44,1.449GiB,running
2026-08-23T21:26:31Z,72.44,1.449GiB,running
2026-08-23T21:27:32Z,38.86,795.8MiB,running
2026-08-23T21:28:34Z,38.86,795.8MiB,running
2026-08-23T21:29:36Z,38.86,795.8MiB,running
2026-08-23T21:30:37Z,71.28,1.426GiB,running
2026-08-23T21:31:38Z,71.28,1.426GiB,running
2026-08-23T21:32:40Z,71.30,1.426GiB,running
2026-08-23T21:33:41Z,71.38,1.428GiB,running
2026-08-23T21:34:43Z,71.32,1.426GiB,running
2026-08-23T21:35:45Z,71.32,1.426GiB,running
2026-08-23T21:36:46Z,71.36,1.427GiB,running
2026-08-23T21:37:47Z,71.38,1.428GiB,running
2026-08-23T21:38:48Z,72.27,1.445GiB,running
2026-08-23T21:39:50Z,71.36,1.427GiB,running
2026-08-23T21:40:51Z,71.36,1.427GiB,running
2026-08-23T21:41:53Z,71.36,1.427GiB,running
2026-08-23T21:42:55Z,71.36,1.427GiB,running
2026-08-23T21:43:56Z,71.36,1.427GiB,running
2026-08-23T21:44:57Z,71.36,1.427GiB,running
2026-08-23T21:45:58Z,71.36,1.427GiB,running
2026-08-23T21:46:59Z,71.36,1.427GiB,running
2026-08-23T21:48:00Z,71.36,1.427GiB,running
2026-08-23T21:49:01Z,71.36,1.427GiB,running
2026-08-23T21:50:03Z,71.36,1.427GiB,running
2026-08-23T21:51:05Z,71.36,1.427GiB,running
2026-08-23T21:52:06Z,71.36,1.427GiB,running
2026-08-23T21:53:07Z,71.36,1.427GiB,running
2026-08-23T21:54:08Z,71.36,1.427GiB,running
2026-08-23T21:55:09Z,38.82,795MiB,running
2026-08-23T21:56:10Z,38.82,795MiB,running
2026-08-23T21:57:11Z,38.82,795MiB,running
2026-08-23T21:58:13Z,38.82,795MiB,running
2026-08-23T21:59:15Z,38.82,795MiB,running
2026-08-23T22:00:16Z,38.82,795MiB,running
2026-08-23T22:01:17Z,38.82,795MiB,running
2026-08-23T22:02:18Z,38.78,794.2MiB,running
2026-08-23T22:03:19Z,38.83,795.3MiB,running
2026-08-23T22:04:20Z,39.22,803.2MiB,running
2026-08-23T22:05:21Z,39.22,803.2MiB,running
2026-08-23T22:06:23Z,39.22,803.2MiB,running
2026-08-23T22:07:25Z,75.61,1.512GiB,running
2026-08-23T22:08:26Z,71.81,1.436GiB,running
2026-08-23T22:09:27Z,71.74,1.435GiB,running
2026-08-23T22:10:28Z,71.71,1.434GiB,running
2026-08-23T22:11:29Z,71.65,1.433GiB,running
2026-08-23T22:12:30Z,72.37,1.447GiB,running
2026-08-23T22:13:31Z,71.77,1.435GiB,running
2026-08-23T22:14:33Z,71.82,1.436GiB,running
2026-08-23T22:15:35Z,71.79,1.436GiB,running
2026-08-23T22:16:36Z,71.79,1.436GiB,running
2026-08-23T22:17:37Z,71.79,1.436GiB,running
2026-08-23T22:18:38Z,71.79,1.436GiB,running
2026-08-23T22:19:39Z,71.79,1.436GiB,running
2026-08-23T22:20:41Z,71.79,1.436GiB,running
2026-08-23T22:21:43Z,71.79,1.436GiB,running
2026-08-23T22:22:45Z,71.79,1.436GiB,running
2026-08-23T22:23:46Z,71.79,1.436GiB,running
2026-08-23T22:24:47Z,71.80,1.436GiB,running
2026-08-23T22:25:48Z,71.79,1.436GiB,running
2026-08-23T22:26:49Z,71.79,1.436GiB,running
2026-08-23T22:27:51Z,71.79,1.436GiB,running
2026-08-23T22:28:52Z,71.79,1.436GiB,running
2026-08-23T22:29:53Z,71.79,1.436GiB,running
2026-08-23T22:30:55Z,39.11,800.9MiB,running
2026-08-23T22:31:56Z,39.13,801.4MiB,running
2026-08-23T22:32:57Z,39.21,803MiB,running
2026-08-23T22:33:58Z,39.21,803MiB,running
2026-08-23T22:34:59Z,39.21,803MiB,running
2026-08-23T22:36:01Z,39.21,803MiB,running
2026-08-23T22:37:02Z,39.21,803MiB,running
2026-08-23T22:38:03Z,39.21,803MiB,running
2026-08-23T22:39:04Z,39.21,803MiB,running
2026-08-23T22:40:05Z,76.90,1.538GiB,running
2026-08-23T22:41:07Z,71.59,1.432GiB,running
2026-08-23T22:42:08Z,71.81,1.436GiB,running
2026-08-23T22:43:09Z,71.87,1.437GiB,running
2026-08-23T22:44:10Z,72.03,1.441GiB,running
2026-08-23T22:45:11Z,72.25,1.445GiB,running
2026-08-23T22:46:13Z,72.16,1.443GiB,running
