# rag-service RAG-MEM-DURABILITY-BAR v2 window — cleaned sample series
# container_id=66656926d503a722aaf223408806a7f0b5fd9fb97e928b5197dd9759365ccaa8
# image=sha256:26e681b0ca3a83c87f7eda787c963d0b7ee18094d805cfbc1862a5db18b3fe8c
# started_at=2026-08-14T20:15:29.147681344Z  restart_count=0  mem_limit_bytes=1073741824
# source=/tmp/rag-durability-measurement/memory-samples.csv (ephemeral; 2391 raw lines, 799 well-formed)
# cleaning=kept only lines matching ^ISO8601,<float>,running$ — raw file corrupted by 3 concurrent samplers writing 2 schemas
# persisted_by=po 2026-08-15T09:5xZ  timestamps strictly monotonic, 0 backward steps
timestamp,used_percent,container_status
2026-08-15T05:25:45Z,59.45,running
2026-08-15T05:26:46Z,59.45,running
2026-08-15T05:27:48Z,59.84,running
2026-08-15T05:28:49Z,59.84,running
2026-08-15T05:29:50Z,59.84,running
2026-08-15T05:30:51Z,59.84,running
2026-08-15T05:31:52Z,59.84,running
2026-08-15T05:32:53Z,59.84,running
2026-08-15T05:33:55Z,59.84,running
2026-08-15T05:34:56Z,59.84,running
2026-08-15T05:35:58Z,59.84,running
2026-08-15T05:36:59Z,59.84,running
2026-08-15T05:38:00Z,59.84,running
2026-08-15T05:39:01Z,59.84,running
2026-08-15T05:40:02Z,59.84,running
2026-08-15T05:41:03Z,59.84,running
2026-08-15T05:42:05Z,59.84,running
2026-08-15T05:43:07Z,59.85,running
2026-08-15T05:44:08Z,59.86,running
2026-08-15T05:45:09Z,59.87,running
2026-08-15T05:46:10Z,59.87,running
2026-08-15T05:47:11Z,59.87,running
2026-08-15T05:48:12Z,59.87,running
2026-08-15T05:49:14Z,59.87,running
2026-08-15T05:50:16Z,59.87,running
2026-08-15T05:51:17Z,59.87,running
2026-08-15T05:52:18Z,59.87,running
2026-08-15T05:53:19Z,59.87,running
2026-08-15T05:54:20Z,96.24,running
2026-08-15T05:55:21Z,84.36,running
2026-08-15T05:56:22Z,84.82,running
2026-08-15T05:57:24Z,84.82,running
2026-08-15T05:58:26Z,84.72,running
2026-08-15T05:59:27Z,84.72,running
2026-08-15T06:00:28Z,87.68,running
2026-08-15T06:01:29Z,87.85,running
2026-08-15T06:02:30Z,87.87,running
2026-08-15T06:03:31Z,87.76,running
2026-08-15T06:04:32Z,87.76,running
2026-08-15T06:05:34Z,87.76,running
2026-08-15T06:06:36Z,88.69,running
2026-08-15T06:07:37Z,89.86,running
2026-08-15T06:08:38Z,91.03,running
2026-08-15T06:09:39Z,91.61,running
2026-08-15T06:10:40Z,92.40,running
2026-08-15T06:11:41Z,92.77,running
2026-08-15T06:12:43Z,92.77,running
2026-08-15T06:13:44Z,92.77,running
2026-08-15T06:14:46Z,92.78,running
2026-08-15T06:15:47Z,92.78,running
2026-08-15T06:16:48Z,92.77,running
2026-08-15T06:17:49Z,92.77,running
2026-08-15T06:18:50Z,43.13,running
2026-08-15T06:19:51Z,43.13,running
2026-08-15T06:20:53Z,80.37,running
2026-08-15T06:21:54Z,80.37,running
2026-08-15T06:22:56Z,83.83,running
2026-08-15T06:23:57Z,85.77,running
2026-08-15T06:24:58Z,86.74,running
2026-08-15T06:25:59Z,88.89,running
2026-08-15T06:27:00Z,89.67,running
2026-08-15T06:28:02Z,89.67,running
2026-08-15T06:29:03Z,89.67,running
2026-08-15T06:30:04Z,89.67,running
2026-08-15T06:31:06Z,89.70,running
2026-08-15T06:32:08Z,89.88,running
2026-08-15T06:33:09Z,89.88,running
2026-08-15T06:34:10Z,89.88,running
2026-08-15T06:35:11Z,89.88,running
2026-08-15T06:36:13Z,45.41,running
2026-08-15T06:37:14Z,45.41,running
2026-08-15T06:38:16Z,45.41,running
2026-08-15T06:39:17Z,45.41,running
2026-08-15T06:40:18Z,45.41,running
2026-08-15T06:41:19Z,45.41,running
2026-08-15T06:42:21Z,45.41,running
2026-08-15T06:43:22Z,45.41,running
2026-08-15T06:44:23Z,45.41,running
2026-08-15T06:45:24Z,45.41,running
2026-08-15T06:46:26Z,45.41,running
2026-08-15T06:47:27Z,45.41,running
2026-08-15T06:48:28Z,45.41,running
2026-08-15T06:49:29Z,45.41,running
2026-08-15T06:50:31Z,45.41,running
2026-08-15T06:51:32Z,45.41,running
2026-08-15T06:52:33Z,96.38,running
2026-08-15T06:53:34Z,88.29,running
2026-08-15T06:54:36Z,89.46,running
2026-08-15T06:55:37Z,90.24,running
2026-08-15T06:56:38Z,91.80,running
2026-08-15T06:57:40Z,92.77,running
2026-08-15T06:58:41Z,93.18,running
2026-08-15T06:59:42Z,93.18,running
2026-08-15T07:00:43Z,93.18,running
2026-08-15T07:01:44Z,93.18,running
2026-08-15T07:02:46Z,93.18,running
2026-08-15T07:03:47Z,93.18,running
2026-08-15T07:04:48Z,93.18,running
2026-08-15T07:05:49Z,93.18,running
2026-08-15T07:06:50Z,93.18,running
2026-08-15T07:07:51Z,73.96,running
2026-08-15T07:08:53Z,80.01,running
2026-08-15T07:09:54Z,82.30,running
2026-08-15T07:10:56Z,84.04,running
2026-08-15T07:11:58Z,86.18,running
2026-08-15T07:12:59Z,87.88,running
2026-08-15T07:14:00Z,87.69,running
2026-08-15T07:15:01Z,87.69,running
2026-08-15T07:16:02Z,87.69,running
2026-08-15T07:17:03Z,87.69,running
2026-08-15T07:18:04Z,87.69,running
2026-08-15T07:19:06Z,87.71,running
2026-08-15T07:20:07Z,87.71,running
2026-08-15T07:21:09Z,87.71,running
2026-08-15T07:22:10Z,87.71,running
2026-08-15T07:23:11Z,87.71,running
2026-08-15T07:24:12Z,46.27,running
2026-08-15T07:25:13Z,90.20,running
2026-08-15T07:26:14Z,90.20,running
2026-08-15T07:27:16Z,90.20,running
2026-08-15T07:28:18Z,90.20,running
2026-08-15T07:29:19Z,90.20,running
2026-08-15T07:30:20Z,90.20,running
2026-08-15T07:31:21Z,90.20,running
2026-08-15T07:32:22Z,90.20,running
2026-08-15T07:33:23Z,90.20,running
2026-08-15T07:34:24Z,90.20,running
2026-08-15T07:35:26Z,90.20,running
2026-08-15T07:36:28Z,90.20,running
2026-08-15T07:37:29Z,90.20,running
2026-08-15T07:38:30Z,90.20,running
2026-08-15T07:39:31Z,90.20,running
2026-08-15T07:40:32Z,39.23,running
2026-08-15T07:41:33Z,87.72,running
2026-08-15T07:42:35Z,88.23,running
2026-08-15T07:43:37Z,88.26,running
2026-08-15T07:44:38Z,88.54,running
2026-08-15T07:45:39Z,88.88,running
2026-08-15T07:46:40Z,88.88,running
2026-08-15T07:47:41Z,88.88,running
2026-08-15T07:48:42Z,88.88,running
2026-08-15T07:49:43Z,88.88,running
2026-08-15T07:50:45Z,88.88,running
2026-08-15T07:51:47Z,88.88,running
2026-08-15T07:52:48Z,88.88,running
2026-08-15T07:53:49Z,88.88,running
2026-08-15T07:54:50Z,88.88,running
2026-08-15T07:55:51Z,88.88,running
2026-08-15T07:56:52Z,84.89,running
2026-08-15T07:57:53Z,73.66,running
2026-08-15T07:58:54Z,73.66,running
2026-08-15T07:59:57Z,73.66,running
2026-08-15T08:00:58Z,75.98,running
2026-08-15T08:01:59Z,76.95,running
2026-08-15T08:03:00Z,77.39,running
2026-08-15T08:04:01Z,77.99,running
2026-08-15T08:05:02Z,78.23,running
2026-08-15T08:06:03Z,78.36,running
2026-08-15T08:07:04Z,82.10,running
2026-08-15T08:08:06Z,81.51,running
2026-08-15T08:09:08Z,82.20,running
2026-08-15T08:10:09Z,82.06,running
2026-08-15T08:11:10Z,84.60,running
2026-08-15T08:12:11Z,86.43,running
2026-08-15T08:13:12Z,85.97,running
2026-08-15T08:14:13Z,86.14,running
2026-08-15T08:15:15Z,86.07,running
2026-08-15T08:16:17Z,86.14,running
2026-08-15T08:17:18Z,86.60,running
2026-08-15T08:18:19Z,86.51,running
2026-08-15T08:19:20Z,86.51,running
2026-08-15T08:20:21Z,87.32,running
2026-08-15T08:21:23Z,87.49,running
2026-08-15T08:22:24Z,87.49,running
2026-08-15T08:23:25Z,87.35,running
2026-08-15T08:24:26Z,87.35,running
2026-08-15T08:25:27Z,87.35,running
2026-08-15T08:26:29Z,87.35,running
2026-08-15T08:27:30Z,87.35,running
2026-08-15T08:28:32Z,87.35,running
2026-08-15T08:29:33Z,87.37,running
2026-08-15T08:30:34Z,87.37,running
2026-08-15T08:31:35Z,87.37,running
2026-08-15T08:32:36Z,89.66,running
2026-08-15T08:33:37Z,90.83,running
2026-08-15T08:34:39Z,92.48,running
2026-08-15T08:35:41Z,92.99,running
2026-08-15T08:36:42Z,93.58,running
2026-08-15T08:37:43Z,94.12,running
2026-08-15T08:38:44Z,94.89,running
2026-08-15T08:39:45Z,94.31,running
2026-08-15T08:40:46Z,93.96,running
2026-08-15T08:41:47Z,95.74,running
2026-08-15T08:42:49Z,94.45,running
2026-08-15T08:43:51Z,94.45,running
2026-08-15T08:44:52Z,94.91,running
2026-08-15T08:45:53Z,94.45,running
2026-08-15T08:46:54Z,94.45,running
2026-08-15T08:47:55Z,94.45,running
2026-08-15T08:48:56Z,94.45,running
2026-08-15T08:49:58Z,94.84,running
2026-08-15T08:51:00Z,94.84,running
2026-08-15T08:52:01Z,94.84,running
2026-08-15T08:53:02Z,94.84,running
2026-08-15T08:54:03Z,94.84,running
2026-08-15T08:55:04Z,94.84,running
2026-08-15T08:56:05Z,94.84,running
2026-08-15T08:57:06Z,94.84,running
2026-08-15T08:58:08Z,94.97,running
2026-08-15T08:59:10Z,95.13,running
2026-08-15T09:00:11Z,96.17,running
2026-08-15T09:01:12Z,94.99,running
2026-08-15T09:02:13Z,94.99,running
2026-08-15T09:03:14Z,94.99,running
2026-08-15T09:04:15Z,94.99,running
2026-08-15T09:05:16Z,94.99,running
2026-08-15T09:06:18Z,94.99,running
2026-08-15T09:07:20Z,94.99,running
2026-08-15T09:08:21Z,94.99,running
2026-08-15T09:09:22Z,94.99,running
2026-08-15T09:10:23Z,94.99,running
2026-08-15T09:11:24Z,94.99,running
2026-08-15T09:12:25Z,94.99,running
2026-08-15T09:13:26Z,94.99,running
2026-08-15T09:14:28Z,94.99,running
2026-08-15T09:15:30Z,95.00,running
2026-08-15T09:16:31Z,62.22,running
2026-08-15T09:17:32Z,97.29,running
2026-08-15T09:18:33Z,90.15,running
2026-08-15T09:19:34Z,89.75,running
2026-08-15T09:20:35Z,90.34,running
2026-08-15T09:21:36Z,91.51,running
2026-08-15T09:22:38Z,92.29,running
2026-08-15T09:23:40Z,92.87,running
2026-08-15T09:24:41Z,93.47,running
2026-08-15T09:25:42Z,93.47,running
2026-08-15T09:26:43Z,93.47,running
2026-08-15T09:27:44Z,93.47,running
2026-08-15T09:28:45Z,93.47,running
2026-08-15T09:29:47Z,93.47,running
2026-08-15T09:30:48Z,93.47,running
2026-08-15T09:31:50Z,93.47,running
2026-08-15T09:32:51Z,93.47,running
2026-08-15T09:33:52Z,91.41,running
2026-08-15T09:34:53Z,83.47,running
2026-08-15T09:35:54Z,83.47,running
2026-08-15T09:36:55Z,86.74,running
2026-08-15T09:37:57Z,88.67,running
2026-08-15T09:38:58Z,90.43,running
2026-08-15T09:40:00Z,91.79,running
2026-08-15T09:41:01Z,92.77,running
2026-08-15T09:42:02Z,92.53,running
2026-08-15T09:43:03Z,92.81,running
2026-08-15T09:44:05Z,92.81,running
2026-08-15T09:45:06Z,92.81,running
2026-08-15T09:46:07Z,92.81,running
2026-08-15T09:47:08Z,92.81,running
2026-08-15T09:48:10Z,92.81,running
2026-08-15T09:49:11Z,47.38,running
2026-08-15T09:50:12Z,78.08,running
2026-08-15T09:51:14Z,78.08,running
2026-08-15T09:52:15Z,78.08,running
2026-08-15T09:53:16Z,78.08,running
2026-08-15T09:54:17Z,78.08,running
