# rag-service RAG-MEM-DURABILITY-BAR v2 window — cleaned sample series
# container_id=66656926d503a722aaf223408806a7f0b5fd9fb97e928b5197dd9759365ccaa8
# image=sha256:26e681b0ca3a83c87f7eda787c963d0b7ee18094d805cfbc1862a5db18b3fe8c
# started_at=2026-08-14T20:15:29.147681344Z  restart_count=0  mem_limit_bytes=1073741824
# source=/tmp/rag-durability-measurement/memory-samples.csv (ephemeral; 2391 raw lines, 799 well-formed)
# cleaning=kept only lines matching ^ISO8601,<float>,running$ — raw file corrupted by 3 concurrent samplers writing 2 schemas
# persisted_by=po 2026-08-15T09:5xZ  timestamps strictly monotonic, 0 backward steps
timestamp,used_percent,container_status
2026-08-15T04:26:30Z,94.28,running
2026-08-15T04:27:32Z,94.28,running
2026-08-15T04:28:33Z,94.38,running
2026-08-15T04:29:35Z,94.38,running
2026-08-15T04:30:36Z,94.38,running
2026-08-15T04:31:37Z,94.38,running
2026-08-15T04:32:38Z,94.38,running
2026-08-15T04:33:39Z,94.38,running
2026-08-15T04:34:41Z,94.57,running
2026-08-15T04:35:42Z,94.62,running
2026-08-15T04:36:43Z,94.89,running
2026-08-15T04:37:45Z,95.08,running
2026-08-15T04:38:46Z,95.11,running
2026-08-15T04:39:47Z,95.11,running
2026-08-15T04:40:48Z,95.11,running
2026-08-15T04:41:49Z,95.11,running
2026-08-15T04:42:51Z,51.81,running
2026-08-15T04:43:52Z,51.82,running
2026-08-15T04:44:53Z,52.07,running
2026-08-15T04:45:55Z,52.07,running
2026-08-15T04:46:56Z,52.07,running
2026-08-15T04:47:57Z,52.07,running
2026-08-15T04:48:58Z,52.07,running
2026-08-15T04:49:59Z,52.07,running
2026-08-15T04:51:01Z,52.07,running
2026-08-15T04:52:02Z,52.07,running
2026-08-15T04:53:03Z,52.07,running
2026-08-15T04:54:05Z,52.07,running
2026-08-15T04:55:06Z,52.07,running
2026-08-15T04:56:07Z,54.17,running
2026-08-15T04:57:08Z,55.14,running
2026-08-15T04:58:09Z,56.89,running
2026-08-15T04:59:11Z,58.84,running
2026-08-15T05:00:12Z,59.24,running
2026-08-15T05:01:13Z,59.45,running
2026-08-15T05:02:15Z,59.45,running
2026-08-15T05:03:16Z,59.45,running
2026-08-15T05:04:17Z,59.45,running
2026-08-15T05:05:18Z,59.45,running
2026-08-15T05:06:20Z,59.45,running
2026-08-15T05:07:21Z,59.45,running
2026-08-15T05:08:22Z,59.45,running
2026-08-15T05:09:23Z,59.45,running
2026-08-15T05:10:25Z,59.45,running
2026-08-15T05:11:26Z,59.45,running
2026-08-15T05:12:27Z,59.45,running
2026-08-15T05:13:29Z,59.45,running
2026-08-15T05:14:30Z,59.45,running
2026-08-15T05:15:31Z,59.45,running
2026-08-15T05:16:33Z,59.45,running
2026-08-15T05:17:35Z,59.45,running
2026-08-15T05:18:36Z,59.45,running
2026-08-15T05:19:37Z,59.45,running
2026-08-15T05:20:39Z,59.45,running
2026-08-15T05:21:40Z,59.45,running
2026-08-15T05:22:41Z,59.45,running
2026-08-15T05:23:42Z,59.45,running
2026-08-15T05:24:43Z,59.45,running
