ts,container_id,memory_current_bytes,memory_stat_anon,memory_stat_file,memory_stat_inactive_file,memory_stat_pgscan,memory_stat_pgsteal,memory_stat_workingset_refault_anon,memory_events_max,memory_events_oom,memory_events_oom_kill,vmrss_kib,vmhwm_kib
2026-08-26T07:02:20Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1725603840,1561444352,46088192,32952320,398846,208006,59809,1645,0,0,1860236,2842976
2026-08-26T07:07:21Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1726451712,1561452544,46088192,32952320,398846,208006,59809,1645,0,0,1860240,2842976
2026-08-26T07:12:23Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1726451712,1561460736,46088192,32952320,398846,208006,59809,1645,0,0,1860248,2842976
2026-08-26T07:17:24Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1725693952,1561464832,46088192,32952320,398846,208006,59809,1645,0,0,1860252,2842976
2026-08-26T07:22:26Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1726951424,1561468928,46088192,32952320,398846,208006,59809,1645,0,0,1860260,2842976
2026-08-26T07:27:28Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1726746624,1561468928,46088192,32952320,398846,208006,59809,1645,0,0,1860264,2842976
2026-08-26T07:32:29Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1726238720,1561485312,46088192,32952320,398846,208006,59809,1645,0,0,1860272,2842976
2026-08-26T07:37:31Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1726607360,1561489408,46088192,32952320,398846,208006,59809,1645,0,0,1860276,2842976
2026-08-26T07:42:32Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1726504960,1561489408,46088192,32952320,398846,208006,59809,1645,0,0,1860284,2842976
2026-08-26T07:47:34Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1726259200,1561550848,46088192,32952320,398846,208006,59818,1645,0,0,1860340,2842976
2026-08-26T07:52:35Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1726930944,1562132480,46088192,32952320,398846,208006,59869,1645,0,0,1860904,2842976
2026-08-26T07:57:36Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1726795776,1562161152,46088192,32952320,398846,208006,59874,1645,0,0,1860936,2842976
2026-08-26T08:02:38Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1726926848,1339207680,46153728,32952320,398846,208006,59887,1645,0,0,1643276,2842976
2026-08-26T08:07:39Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1726595072,1339207680,46153728,32952320,398846,208006,59887,1645,0,0,1643276,2842976
2026-08-26T08:12:41Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1727442944,1339211776,46153728,32952320,398846,208006,59887,1645,0,0,1643280,2842976
2026-08-26T08:17:42Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1726394368,1339219968,46153728,32952320,398846,208006,59887,1645,0,0,1643284,2842976
2026-08-26T08:22:44Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1726701568,1339211776,46153728,32952320,398846,208006,59887,1645,0,0,1643284,2842976
2026-08-26T08:27:45Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1726488576,1339289600,46153728,32952320,398846,208006,59897,1645,0,0,1643356,2842976
2026-08-26T08:32:46Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1727475712,1345728512,46153728,32952320,398846,208006,59897,1645,0,0,1649644,2842976
2026-08-26T08:37:48Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1727221760,1367101440,46153728,32952320,398846,208006,59897,1645,0,0,1670512,2842976
2026-08-26T08:42:49Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1726722048,1411432448,46153728,32952320,398846,208006,59897,1645,0,0,1713808,2842976
2026-08-26T08:47:50Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1847717888,1354838016,55148544,41947136,398846,208006,59912,1645,0,0,1658536,2842976
2026-08-26T08:52:52Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1847496704,1400225792,55148544,41947136,398846,208006,59912,1645,0,0,1702864,2842976
2026-08-26T08:57:53Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1874059264,1469861888,55148544,41947136,398846,208006,59912,1645,0,0,1770864,2842976
